"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
1326,"3","2025-03-02T22:59:31.345865Z",11,"",164.057,"Another load of tosh from a GTA Liberal","2025-03-03T01:39:11.709897Z"
1305,"5","2025-03-02T22:28:24.168230Z",11,"",14.796,"Another load of tosh from a GTA Liberal","2025-03-02T23:01:27.466009Z"
512,"4","2025-01-25T03:05:57.967446Z",11,"",57.202,"Another load of tosh from a GTA Liberal","2025-01-25T03:05:57.967512Z"
513,"4","2025-01-25T03:22:35.051283Z",12,"[{""start"":38,""end"":51,""text"":""Mother Teresa"",""labels"":[""METAPHOR""]},{""start"":74,""end"":79,""text"":""Moses"",""labels"":[""METAPHOR""]},{""start"":230,""end"":236,""text"":""spades"",""labels"":[""METAPHOR""]},{""start"":1079,""end"":1087,""text"":""pedestal"",""labels"":[""METAPHOR""]},{""start"":1098,""end"":1110,""text"":""feet of clay"",""labels"":[""METAPHOR""]},{""start"":696,""end"":704,""text"":""hung out"",""labels"":[""METAPHOR""]},{""start"":708,""end"":711,""text"":""dry"",""labels"":[""METAPHOR""]},{""start"":957,""end"":976,""text"":""sphere of influence"",""labels"":[""METAPHOR""]}]",1062.533,"Another misguided soul. Hillary isn't Mother Teresa and neither was Trump Moses. And neither have the qualifications or the personal character to aspire to the Presidency. Whatever Trump's misdeeds, Hillary and Bill outdid him in spades. Would you want a President who denigrated a 12-year old girl who was repeatedly beaten and raped to get a client off?Would you want a President who said she would do anything and say anything to achieve her personal goals?Oh, and by the way who said publicly that she had two persona - a public one and a private one. Would you want President who deliberately ignored repeated requests from her diplomats in Benghazi for more protection? She left her people hung out to dry there. Would you want a President who sanctioned the downfall of two Middle East countries who were no threat to the U.S.A.?Theses countries are now threats to the U.S.A. as Libya is under the influence of ISIS and Egypt has moved into Russia's sphere of influence. Hillary wasn't doing this for women she was doing this for herself and no one else. So stop with the pedestal - she has feet of clay.","2025-02-06T17:29:21.887122Z"
514,"4","2025-01-25T03:24:16.800423Z",13,"",18.539,"As a lawyer, I have nothing but the highest respect for you, as a political writer, not so much. Ivanka Trump 2020","2025-01-25T03:24:16.800506Z"
515,"4","2025-01-25T03:34:04.565681Z",14,"[{""start"":38,""end"":43,""text"":""tripe"",""labels"":[""METAPHOR""]},{""start"":76,""end"":83,""text"":""weight "",""labels"":[""METAPHOR""]},{""start"":334,""end"":340,""text"":""struck"",""labels"":[""METAPHOR""]},{""start"":426,""end"":430,""text"":""eyes"",""labels"":[""METAPHOR""]},{""start"":910,""end"":918,""text"":""thinnest"",""labels"":[""METAPHOR""]},{""start"":198,""end"":204,""text"":""office"",""labels"":[""METAPHOR""]},{""start"":1606,""end"":1613,""text"":""elevate"",""labels"":[""METAPHOR""]}]",652.3059999999999,"As much as I found Trump's misogynous tripe repellant, I never gave it much weight in assessing Clinton's loss. What I did not like about Clinton the sense I got from her of 'entitlement', that the office was hers for the taking - and not just from her days as Secretary of State, or as a Senator, or from having been First Lady - it struck me, watching a documentary about the US presidential candidates that Clinton had her eyes set on 'the Office' from the time that she had been profiled in LIFE magazine at her College graduation. That uniquely American sense of 'Manifest Destiny' is not attractive - particularly when someone's asking for your help to achieve it. Now that's just my perception, but I believe that same arrogance was what led her (and her team) not to worry about the signals they'd received that they could lose votes in Wisconsin, Pennsylvania, and Ohio. Those states were lost by the thinnest of margins, and still, as it has been pointed out, Clinton won the popular vote. I felt that the 'feminist icon' trope was also odd, like a relic from a previous generation. I'm a man, working in a traditional male field (engineering) but I've always accepted and supported my female colleagues and managers. I will agree that the bemused tolerance of the masses was too easily interpreted as tacit approval of Trump's antics, until it was too late. I also agree that groups of people whose attitudes and behaviour sequestered them (rightfully) to an underclass in our society, have been emboldened. I doubt that they will remain that way for long. Nothing that Donald Trump can do will elevate these fools, or make their angry lives truly better. In much the same way, there was nothing that a Clinton victory would REALLY have done to make women's lives better - or guarantee them access to jobs that they would not have earned otherwise.","2025-02-01T06:36:54.927596Z"
516,"4","2025-01-25T03:37:29.094662Z",15,"[{""start"":365,""end"":371,""text"":""left's"",""labels"":[""METAPHOR""]},{""start"":636,""end"":642,""text"":""left's"",""labels"":[""METAPHOR""]}]",332.555,"But there have been many female leaders all around the world. I can't believe Americans rejected Hillary because she was a woman. The American author, philosopher and neuroscientist Sam Harris explains in one of his podcasts why he thinks Trump won the election. He blames the result to a large extent on American voters' reaction to, and their repudiation of, the left's analysis of the following issues: black/brown identity politics, concepts such as safe spaces and trigger warnings, new gender pronouns, a political correctness that makes, for example, a furor over 'racist' Halloween costumes, out-of-control immigration, and the left's seeming inability to seriously address the issues of Islamism and Islamist terrorism. Harris's explanation for why Americans turned away from Hillary Clinton makes more sense to me than Ms Henein's does.","2025-02-06T17:32:15.198435Z"
517,"4","2025-01-25T03:38:18.039768Z",16,"[{""start"":87,""end"":91,""text"":""play"",""labels"":[""METAPHOR""]}]",8.937,"Clinton lost certainly in part because of gender. It wasn't the only reason but it did play a large role. It is also notable that a significant number of women who could have helped her win chose to vote for Trump.","2025-01-25T03:38:18.039819Z"
518,"4","2025-01-25T03:39:00.997724Z",17,"[{""start"":257,""end"":261,""text"":""face"",""labels"":[""METAPHOR""]},{""start"":79,""end"":92,""text"":""establishment"",""labels"":[""METAPHOR""]}]",461.2,"Clinton lost, not because she's a woman but because she was perceived to be an establishment candidate. This can be seen in her attitude towards nuclear weapons and the military and in her membership of Corporate America. The only accountability the elites face is at election time. And look what happened.","2025-02-06T17:39:10.170957Z"
519,"4","2025-01-25T03:40:09.502246Z",18,"[{""start"":175,""end"":182,""text"":""Playing"",""labels"":[""METAPHOR""]},{""start"":194,""end"":198,""text"":""card"",""labels"":[""METAPHOR""]},{""start"":221,""end"":228,""text"":""playing"",""labels"":[""METAPHOR""]}]",31.823,"Could you also please tell your daughter that corruption and lying are not good qualities for any leader, man or woman? Many women around the world have leadership positions. Playing the gender card here is a cop out and playing the victim is not something we want to teach our daughters.","2025-01-25T03:40:09.502312Z"
520,"4","2025-01-25T03:42:59.573086Z",19,"[{""start"":40,""end"":45,""text"":""odour"",""labels"":[""METAPHOR""]},{""start"":145,""end"":149,""text"":""lust"",""labels"":[""METAPHOR""]}]",48.486,"Craven desperation exudes an unpleasant odour that repels many people. Trump wanted it but didn't need it. Clinton was almost sociopathic in her lust for it. People noticed.","2025-01-25T03:42:59.573140Z"
521,"4","2025-01-25T03:45:59.081751Z",20,"[{""start"":439,""end"":450,""text"":""blue-collar"",""labels"":[""METAPHOR""]},{""start"":373,""end"":379,""text"":""basket"",""labels"":[""METAPHOR""]},{""start"":413,""end"":424,""text"":""writing off"",""labels"":[""METAPHOR""]},{""start"":236,""end"":245,""text"":""thirsting"",""labels"":[""METAPHOR""]},{""start"":473,""end"":482,""text"":""propelled"",""labels"":[""METAPHOR""]}]",125.492,"Dear Marie, just fyi, Hillary performed modestly among women, and poorly among white women in particular. So much for the sisterhood. Hillary lost because she was a bad candidate, and the wrong candidate for the times, when voters were thirsting for something new and exciting, and wanted change. This had nothing to do with gender. And calling half of Trump supporters a 'basket of deplorables', and effectively writing off the rural and blue-collar voters who ultimately propelled Trump to victory, was a disastrous mistake.","2025-02-01T06:40:14.612551Z"
522,"4","2025-01-25T03:47:03.672799Z",21,"[{""start"":102,""end"":106,""text"":""name"",""labels"":[""METAPHOR""]},{""start"":114,""end"":118,""text"":""book"",""labels"":[""METAPHOR""]}]",27.406,"Does no one else see the irony in this? Didn't feminists (aka nasty women) also call Ms. Herein every name in the book?!?!","2025-01-25T03:47:03.672841Z"
523,"4","2025-01-25T03:49:23.514564Z",22,"[{""start"":621,""end"":626,""text"":""notch"",""labels"":[""METAPHOR""]},{""start"":726,""end"":734,""text"":""crusader"",""labels"":[""METAPHOR""]},{""start"":653,""end"":662,""text"":""portfolio"",""labels"":[""METAPHOR""]}]",21.733,"Don't know what media has the author been following, but her statement that the media 'ruined' Clinton is hypocritical. Trump received more than enough negative coverage, focusing on his .Wasn't enough - Hillary lost, and there is plenty of material now for the pundits to analyse - the why, the who and the what. If someone chooses to vote for gender, instead of the actual person - it is their right to do so.But don't lecture us on how, or whom to vote for. Don't assume you speak on behalf of all of us, we do know what to tell (or not) our daughters. My guess - this article was a calculated PR move, adding another notch to the author's 'feminism portfolio'.Lastly, if you are thinking politics - this kind of 'feminist crusader' attitude might not work out for you.","2025-01-25T03:49:23.514602Z"
524,"4","2025-01-25T03:50:06.663317Z",23,"",2.569,"For a brief moment I thought the author was Prince !","2025-01-25T03:50:06.663357Z"
525,"4","2025-01-25T03:50:41.699862Z",24,"",2.058,"Gender has nothing to do with it. She was just a poor candidate.","2025-01-25T03:50:41.699899Z"
526,"4","2025-01-25T03:51:15.950621Z",25,"",1.83,"Golda Meir, Indira Gandhi, Maggie Thatcher, Angela Merkel, Benazir Bhutto, and more have made it happen. A couple in South America. We even had one, however briefly, here in Canada. Clinton did not win the presidency because she was perceived by the people to be deeply flawed. It had nothing to do with her gender; the Americans would have loved to have a female President!Get over your victimhood.","2025-01-25T03:51:15.950659Z"
60,"4","2024-11-06T00:49:18.457546Z",26,"[{""start"":115,""end"":124,""text"":""following"",""labels"":[""METAPHOR""]},{""start"":125,""end"":129,""text"":""suit"",""labels"":[""METAPHOR""]},{""start"":62,""end"":75,""text"":""glass ceiling"",""labels"":[""METAPHOR""]},{""start"":48,""end"":57,""text"":""shattered"",""labels"":[""METAPHOR""]}]",1219.302,"Golda Meir, Margaret Thatcher and Indira Gandhi shattered the glass ceiling decades ago. If the US is incapable of following suit, that's their problem. They don't have real public health care either.","2025-02-06T17:39:50.967598Z"
61,"4","2024-11-06T01:23:02.290845Z",27,"[{""start"":144,""end"":148,""text"":""coin"",""labels"":[""METAPHOR""]},{""start"":125,""end"":135,""text"":""high chair"",""labels"":[""METAPHOR""]},{""start"":33,""end"":40,""text"":""battles"",""labels"":[""METAPHOR""]}]",2278.359,"He won the same way you won your battles. He out smarted them all!Sometimes as you know Marie the one with the wits gets the high chair and the coin!","2025-01-25T03:53:12.547360Z"
62,"4","2024-11-06T02:41:42.291688Z",28,"[{""start"":90,""end"":96,""text"":""Played"",""labels"":[""METAPHOR""]}]",4698.3550000000005,"Here are some other reasons why she may have lost:1. Refused to have press conferences 2. Played tricks to win the nomination in the first place (Sanders should have won)3. Focused on gender (it's about a vision)4. People are tired of the old guard (has it worked for them?)5. No real message: Working together to build a stronger America, same old same old6. Pretending that everything is just fine for everyone, when it clearly isn't7. Wall st. insiderTrump, like Rob Ford, simply said that things are broken, which they are! You can't live in the US on minimum wage, these are the jobs that are left! I am not a Trump supporter, but you have to agree that her candidacy was just about how great she is. But what are you offering to the public, and do they believe you?","2025-02-01T06:42:29.700896Z"
67,"4","2024-11-06T03:03:54.441251Z",29,"[{""start"":192,""end"":195,""text"":""tap"",""labels"":[""METAPHOR""]},{""start"":370,""end"":374,""text"":""play"",""labels"":[""METAPHOR""]},{""start"":432,""end"":436,""text"":""card"",""labels"":[""METAPHOR""]},{""start"":607,""end"":616,""text"":""backfired"",""labels"":[""METAPHOR""]},{""start"":93,""end"":104,""text"":""Arab Spring"",""labels"":[""METAPHOR""]},{""start"":363,""end"":366,""text"":""pay"",""labels"":[""METAPHOR""]}]",849.56,"Hilary did not lose because she was a woman. She lost because the US had their version of an Arab Spring. A restless electorate wanted an outsider. It is unfortunate that Trump was the one to tap into that movement. Bernie nearly defeated Hilary by calling for a revolution. Meanwhile Hilary was the typical establishment candidate who had become wealthy through pay to play. Hilary and her spokespersons certainly played the woman card often enough but Hilary's enthusiastic response to Madeline Allbright's declaration of a special place in hell for women who would not vote for women was a mistake. That backfired with younger women who see themselves as able to compete on merit alone. In the end Hilary probably got as many votes because she was a woman as she lost for the same reason.","2025-02-06T17:43:00.064217Z"
66,"4","2024-11-06T02:57:04.730790Z",30,"[{""start"":125,""end"":130,""text"":""dirty"",""labels"":[""METAPHOR""]},{""start"":109,""end"":121,""text"":""track record"",""labels"":[""METAPHOR""]}]",76.911,"Hillary Clinton lost the election because the voters wanted change and didn't trust her and her message. Her track record is dirty and voters didn't think she was qualified to run as President. It had nothing to do with her gender and qualifications, it was all about trust.","2024-11-06T02:57:04.730829Z"
65,"4","2024-11-06T02:55:19.596081Z",31,"[{""start"":157,""end"":163,""text"":""hunger"",""labels"":[""METAPHOR""]},{""start"":110,""end"":123,""text"":""establishment"",""labels"":[""METAPHOR""]}]",46.757999999999996,"Hillary Clinton wasn't defeated for being a woman, she was defeated by her own failings. she was the ultimate establishment canidate in a election where the hunger for change, on both sides (hence Bernie Sanders strong run) was very real.","2025-02-06T18:32:42.285923Z"
68,"4","2024-11-06T03:04:51.267099Z",32,"",1.257,"Hillary did not win for hundreds of reasons ..... not one of which had anything to do with her gender ....","2024-11-06T03:04:51.267150Z"
64,"4","2024-11-06T02:54:39.687661Z",33,"[{""start"":17,""end"":24,""text"":""baggage"",""labels"":[""METAPHOR""]},{""start"":32,""end"":44,""text"":""Cunard liner"",""labels"":[""METAPHOR""]}]",62.047,"Hillary had more baggage than a Cunard liner departing New York. Merkel, Thatcher, Gandhi, May, Golda Meir, etc all are/were better example of women in the highest office.","2025-01-25T04:01:33.884042Z"
63,"4","2024-11-06T02:52:55.412571Z",34,"[{""start"":101,""end"":106,""text"":""cloud"",""labels"":[""METAPHOR""]},{""start"":19,""end"":26,""text"":""setback"",""labels"":[""METAPHOR""]},{""start"":111,""end"":119,""text"":""fostered"",""labels"":[""METAPHOR""]}]",599.333,"Hillary has been a setback for women in politics. Had she come to her position without the unethical cloud she fostered she may have succeeded.","2025-02-01T06:44:38.990556Z"
71,"4","2024-11-06T03:44:10.580111Z",35,"[{""start"":84,""end"":92,""text"":""old boys"",""labels"":[""METAPHOR""]}]",136.155,"Hillary was not entitled to be president because she was a woman. She was from the 'old boys club' aka political elite as much as the rest of them. Get back to MERIT and we will ALL be better off!","2025-01-25T04:02:48.362902Z"
527,"4","2025-01-25T04:05:10.895536Z",36,"[{""start"":106,""end"":118,""text"":""orchestrated"",""labels"":[""METAPHOR""]},{""start"":331,""end"":341,""text"":""roadblocks"",""labels"":[""METAPHOR""]},{""start"":357,""end"":361,""text"":""path"",""labels"":[""METAPHOR""]},{""start"":510,""end"":518,""text"":""steering"",""labels"":[""METAPHOR""]}]",135.218,"Huh? I am a woman who voted for Trump. Mrs. Clinton (even the New York Times reported on this in October) orchestrated attacks on the women who came forward to say Bill Clinton had sexually assaulted them. She hired DC private investigator Terry Lentner to go after them. Mrs. Clinton was no friend to women if she considered them roadblocks on her desired path to power. Additionally, Donald Trump hired Kellyanne Conway the first female campaign manager in a Presidential campaign. She is being credited for steering Trump to victory. He also had Hope Hicks as his spokesperson. Trump is not afraid to hire strong and powerful and outspoken women","2025-01-25T04:05:10.895575Z"
528,"4","2025-01-25T04:06:44.246188Z",37,"[{""start"":217,""end"":226,""text"":""chocolate"",""labels"":[""METAPHOR""]},{""start"":290,""end"":295,""text"":""taste"",""labels"":[""METAPHOR""]},{""start"":179,""end"":183,""text"":""bite"",""labels"":[""METAPHOR""]},{""start"":127,""end"":136,""text"":""chocolate"",""labels"":[""METAPHOR""]},{""start"":240,""end"":244,""text"":""sick"",""labels"":[""METAPHOR""]}]",87.705,"I believe the best thing to tell your daughters is that life is like a box of chocolates. Just because something is covered in chocolate does not mean that you will enjoy it once bite into it. In fact, consuming each chocolate may make you sick to your stomach. I know I was after having a taste of both candidates.","2025-01-25T04:06:44.246228Z"
533,"4","2025-01-25T04:15:36.795975Z",38,"[{""start"":169,""end"":176,""text"":""reflect"",""labels"":[""METAPHOR""]},{""start"":248,""end"":258,""text"":""illuminate"",""labels"":[""METAPHOR""]},{""start"":270,""end"":278,""text"":""platform"",""labels"":[""METAPHOR""]},{""start"":690,""end"":696,""text"":""voices"",""labels"":[""METAPHOR""]},{""start"":1388,""end"":1396,""text"":""balanced"",""labels"":[""METAPHOR""]},{""start"":1595,""end"":1608,""text"":""glass ceiling"",""labels"":[""METAPHOR""]}]",282.711,"I completely agree with Herein when she writes, “The problem is bigger than Mr. Trump”. While I find Trump to be completely abhorrent, in essence, he has only served to reflect a society that is deeply divided and very frustrated. He has served to illuminate and give a platform to misogynistic, racist & isolationist/nationalist idealism. It is a frightening state of affairs here in America. That said, Hillary Clinton DID win the popular vote. One of the biggest problems in America is the electoral college. Now, twice in recent history, two extremely qualified candidates have lost the election b/c of the electoral college: Hillary Clinton & Al Gore. We need to let the people’s true voices be heard. We need to amend the constitution and abolish the electoral college. It was established by the founding fathers of America to ensure equal representation for each state, but it is now completely antiquated and detrimental to America. In fact, I can think of a few constitutional amendments that need to be abolished …starting with the 2nd amendment!!! (But, I digress)2) I somewhat agree with Herein when she writes, “She lost because she was a woman”. While I agree that it was one of the factors, I certainly did not vote for Hillary b/c she was a woman and I hope no one else did either! I voted for Hillary b/c I have the utmost respect for her 30 years of public service, her balanced thoughtful approach to making decisions and b/c she is the most qualified candidate to have EVER run for the highest office in America! In fact, it frustrated me when Hillary kept referring to “the glass ceiling”. While I understand that it is not the case right now, every women should be judged on her merit alone….not the color of her pantsuit. I am confident that within our lifetime we will be addressing a “Madam President”. Why? ...Because we are raising woman that BELIEVE they CAN be president. For that, (among so many other reasons), I am thankful to women like Hillary Clinton.","2025-01-25T04:15:36.796015Z"
529,"4","2025-01-25T04:07:30.251130Z",39,"",35.71,"I don't understand why this was supposed to be such a historic moment. Females have been elected Prime Ministers in Great Britain and Chancellors in Germany - and many other countries as well i'm sure. To be honest, it makes you look even weak to make such a big deal of this. I never thought that gender was an issue in politics until this election. Race with Obama definitely but gender I didn't think was a big deal.","2025-01-25T04:07:30.251169Z"
534,"4","2025-01-25T04:22:34.092083Z",40,"[{""start"":127,""end"":137,""text"":""underbelly"",""labels"":[""METAPHOR""]},{""start"":793,""end"":797,""text"":""ripe"",""labels"":[""METAPHOR""]},{""start"":839,""end"":844,""text"":""taint"",""labels"":[""METAPHOR""]},{""start"":848,""end"":855,""text"":""blemish"",""labels"":[""METAPHOR""]},{""start"":1057,""end"":1061,""text"":""face"",""labels"":[""METAPHOR""]},{""start"":759,""end"":770,""text"":""credentials"",""labels"":[""METAPHOR""]},{""start"":1015,""end"":1022,""text"":""vitriol"",""labels"":[""METAPHOR""]},{""start"":896,""end"":901,""text"":""sweep"",""labels"":[""METAPHOR""]}]",409.889,"I feel your pain, Marie, and your anger. It was all set up by an uninformed press and pollsters who could not reach the silent underbelly of abiding american prejudice and ignorance. Also, please note the demographics: young women, both black and white, and other millennials voted against Hillary. And there was her record. And there was Comey, who has much to answer for. So your own advice is good: 'I will get over the election.' So will we all. There are males who are as bitterly disappointed in the result as you are. Don't think that your sex gives you a monopoly on resentment. And don't forget Margaret Thatcher and Theresa May in Britain. The time will come. There is the future. But what is needed is a female candidate with absolutely impeccable credentials. Good as she was, and ripe as the time was, Hillary was not without taint or blemish. There will be a next time. In the vast sweep of history, four years is a mere blip. It will happen, it is worth waiting for, and you don't need to waste your vitriol on the Hillary case, which (let's face it) was a contest between dubious characters. The Big Win, when it comes, will be all the more impressive and valuable when there is NO doubt at all.","2025-01-25T04:22:34.092137Z"
530,"4","2025-01-25T04:08:23.314881Z",41,"[{""start"":69,""end"":78,""text"":""universes"",""labels"":[""METAPHOR""]}]",36.459,"I guess US politics and CDN courtroom justice are two very different universes that never intersect.","2025-01-25T04:08:23.314973Z"
531,"4","2025-01-25T04:10:13.325029Z",42,"[{""start"":86,""end"":94,""text"":""platform"",""labels"":[""METAPHOR""]},{""start"":374,""end"":383,""text"":""direction"",""labels"":[""METAPHOR""]},{""start"":248,""end"":254,""text"":""office"",""labels"":[""METAPHOR""]}]",125.737,"I have 3 daughters, and I told them that Mrs. Clinton lost because she did not have a platform. If she did, she, and her party, did a poor job explaining it to the masses. The only message that I got from her was that Mr. Trump is not fit to be in office and that she wanted to be the first female President. I honestly believe that she lost because she offered no hope, or direction, to the average American. Mr. Trump, with all his shortcomings, at least offered change and some hope. He now has to make it happen or he will be out of power in 4 years.","2025-02-01T06:46:46.573702Z"
532,"4","2025-01-25T04:10:25.916002Z",43,"",1.722,"I just got censored yet again by the Globe..... or is it Pravda","2025-01-25T04:10:25.916041Z"
535,"4","2025-01-25T04:24:57.455670Z",44,"[{""start"":438,""end"":445,""text"":""divorce"",""labels"":[""METAPHOR""]},{""start"":383,""end"":394,""text"":""standing up"",""labels"":[""METAPHOR""]}]",295.928,"I really think it ill-serves the body politic, to continue to make this election into a referendum on something it wasn't, namely the competence of women. As other posters have noted, there have been many many women leaders throughout history. This is not a new thing. Hillary Clinton was as hawkish as any man, when it came to Iraq, as pusillaminous as anyone else, when it came to standing up to Wall Street. She could not successfully divorce herself from her very tainted history to represent the change that the clearly disenfranchised, or at least self-perceived disenfranchised, so desperately wanted.","2025-02-06T17:45:10.005878Z"
536,"4","2025-01-25T04:25:51.765803Z",45,"[{""start"":193,""end"":206,""text"":""knife holders"",""labels"":[""METAPHOR""]},{""start"":133,""end"":137,""text"":""high"",""labels"":[""METAPHOR""]},{""start"":151,""end"":154,""text"":""low"",""labels"":[""METAPHOR""]}]",53.186,"I think Marie Heinen has misinterpreted the phrase Michelle Obama used in her outstanding speech about the value of women. In 'going high when they go low' we do not become one of 'them' - the knife holders for example, but we stay true to ourselves in treating others as we would be treated. If you want something to say to your daughters listen to Michelle's speech. Women and men, girls and boys who refuse to participate in destroying others to gain power over others, but who act and think with the belief in equality and respect between ourselves.","2025-02-01T06:48:01.836589Z"
537,"4","2025-01-25T04:26:01.316882Z",46,"",3.288,"I will re-read this in the months or years to come. I cannot read this now.","2025-01-25T04:26:01.316920Z"
